date;processed;averagePrice;topPrice;availableAmount;minSingleTransAmount;maxSingleTransAmount;monthFinishRate;monthOrderCount;tradeMethods;userNo;userType;nickName
25.12.2022 22:55:28;8;21.36;22.75;8352.27;1500.0;150000.0;0.983;283;Fiobanka|MONETAMoneyBank|RaiffeisenBank|CSOB|Ceskasporitelna;s37ec03423a8539878b966d121d708b39;user;Adam Jensen
25.12.2022 22:55:58;8;21.36;22.75;8352.27;1500.0;150000.0;0.983;283;Fiobanka|MONETAMoneyBank|RaiffeisenBank|CSOB|Ceskasporitelna;s37ec03423a8539878b966d121d708b39;user;Adam Jensen
25.12.2022 22:56:28;8;21.36;22.75;8352.27;1500.0;150000.0;0.983;283;Fiobanka|MONETAMoneyBank|RaiffeisenBank|CSOB|Ceskasporitelna;s37ec03423a8539878b966d121d708b39;user;Adam Jensen
25.12.2022 22:56:59;8;21.36;22.75;8352.27;1500.0;150000.0;0.983;283;Fiobanka|MONETAMoneyBank|RaiffeisenBank|CSOB|Ceskasporitelna;s37ec03423a8539878b966d121d708b39;user;Adam Jensen
25.12.2022 22:57:29;8;21.36;22.75;8352.27;1500.0;150000.0;0.983;284;Fiobanka|MONETAMoneyBank|RaiffeisenBank|CSOB|Ceskasporitelna;s37ec03423a8539878b966d121d708b39;user;Adam Jensen
